nr,0
2998,False
2999,True
3000,False
3001,False
3002,False
3003,True
3004,False
3005,False
3006,True
3007,False
3008,False
3009,False
3010,True
3011,True
3012,False
3013,False
3014,False
3015,False
3016,True
3017,False
3018,False
3019,False
3020,False
3021,True
3022,False
3023,False
3024,False
3025,False
3026,True
3027,False
3028,False
3029,False
3030,False
3031,False
3032,False
3033,False
3034,True
3035,False
3036,False
3037,True
3038,False
3039,False
3040,False
3041,True
3042,True
3043,False
3044,False
3045,False
3046,False
3047,False
3048,False
3049,True
3050,True
3051,False
3052,True
3053,False
3054,False
3055,False
3056,False
3057,False
3058,False
3059,False
3060,False
3061,False
3062,True
3063,False
3064,False
3065,False
3066,True
3067,True
3068,True
3069,False
3070,False
3071,False
3072,False
3073,False
3074,True
3075,False
3076,False
3077,True
3078,False
3079,False
3080,True
3081,False
3082,False
3083,False
3084,False
3085,False
3086,False
3087,False
3088,False
3089,True
3090,False
3091,True
3092,False
3093,False
3094,True
3095,False
3096,False
3097,False
3098,False
3099,False
3100,True
3101,False
3102,False
3103,False
3104,True
3105,False
3106,False
3107,False
3108,True
3109,True
3110,False
3111,False
3112,True
3113,False
3114,True
3115,False
3116,False
3117,False
3118,False
3119,False
3120,False
3121,False
3122,False
3123,False
3124,False
3125,False
3126,False
3127,False
3128,False
3129,False
3130,True
3131,True
3132,False
3133,False
3134,False
3135,False
3136,False
3137,False
3138,True
3139,False
3140,False
3141,True
3142,False
3143,False
3144,False
3145,False
3146,False
3147,True
3148,False
3149,False
3150,False
3151,False
3152,False
3153,False
3154,False
3155,True
3156,False
3157,False
3158,False
3159,False
3160,False
3161,True
3162,False
3163,False
3164,True
3165,False
3166,False
3167,False
3168,True
3169,True
3170,True
3171,True
3172,True
3173,False
3174,False
3175,True
3176,True
3177,False
3178,True
3179,True
3180,False
3181,False
3182,True
3183,False
3184,False
3185,True
3186,False
3187,False
3188,True
3189,False
3190,False
3191,True
3192,True
3193,False
3194,False
3195,False
3196,False
3197,True
3198,False
3199,False
3200,False
3201,True
3202,False
3203,False
3204,False
3205,False
3206,False
3207,False
3208,False
3209,False
3210,False
3211,True
3212,False
3213,True
3214,False
3215,True
3216,False
3217,True
3218,False
3219,False
3220,True
3221,False
3222,False
3223,False
3224,False
3225,True
3226,False
3227,False
3228,False
3229,False
3230,False
3231,False
3232,False
3233,True
3234,True
3235,False
3236,False
3237,True
3238,False
3239,True
3240,False
3241,False
3242,False
3243,True
3244,False
3245,False
3246,True
3247,False
3248,False
3249,True
3250,False
3251,False
3252,False
3253,False
3254,False
3255,True
3256,False
3257,True
3258,False
3259,True
3260,False
3261,True
3262,False
3263,False
3264,False
3265,True
3266,False
3267,False
3268,False
3269,False
3270,False
3271,False
3272,False
3273,False
3274,False
3275,False
3276,False
3277,False
3278,False
3279,False
3280,False
3281,False
3282,False
3283,True
3284,False
3285,False
3286,True
3287,False
3288,False
3289,False
3290,True
3291,True
3292,True
3293,True
3294,True
3295,False
3296,False
3297,True
3298,False
3299,False
3300,False
3301,False
3302,False
3303,True
3304,False
3305,False
3306,True
3307,False
3308,False
3309,False
3310,False
3311,False
3312,False
3313,False
3314,True
3315,False
3316,False
3317,True
3318,False
3319,True
3320,False
3321,True
3322,False
3323,True
3324,True
3325,True
3326,True
3327,True
3328,True
3329,False
3330,False
3331,False
3332,False
3333,False
3334,False
3335,False
3336,True
3337,True
3338,False
3339,False
3340,False
3341,False
3342,False
3343,True
3344,False
3345,True
3346,False
3347,False
3348,False
3349,False
3350,False
3351,True
3352,True
3353,True
3354,False
3355,False
3356,False
3357,True
3358,False
3359,True
3360,False
3361,False
3362,True
3363,True
3364,False
3365,False
3366,False
3367,True
3368,False
3369,False
3370,False
3371,False
3372,False
3373,False
3374,False
3375,False
3376,False
3377,True
3378,False
3379,True
3380,False
3381,True
3382,False
3383,False
3384,False
3385,False
3386,False
3387,True
3388,True
3389,True
3390,False
3391,False
3392,False
3393,True
3394,True
3395,False
3396,False
3397,True
3398,False
3399,True
3400,False
3401,False
3402,True
3403,False
3404,False
3405,False
3406,False
3407,False
3408,True
3409,False
3410,False
3411,True
3412,False
3413,False
3414,True
3415,False
3416,True
3417,False
3418,False
3419,False
3420,True
3421,False
3422,True
3423,False
3424,False
3425,True
3426,False
3427,False
3428,False
3429,True
3430,False
3431,False
3432,False
3433,False
3434,False
3435,True
3436,True
3437,False
3438,False
3439,False
3440,True
3441,False
3442,True
3443,False
3444,False
3445,True
3446,True
3447,True
3448,True
3449,False
3450,False
3451,False
3452,False
3453,False
3454,True
3455,False
3456,True
3457,True
3458,True
3459,False
3460,False
3461,False
3462,False
3463,False
3464,False
3465,True
3466,False
3467,True
3468,True
3469,True
3470,False
3471,False
3472,False
3473,False
3474,False
3475,False
3476,False
3477,True
3478,True
3479,False
3480,False
3481,False
3482,False
3483,True
3484,False
3485,True
3486,False
3487,False
3488,True
3489,False
3490,True
3491,True
3492,False
3493,True
3494,False
3495,True
3496,False
3497,True
3498,False
3499,True
3500,False
3501,True
3502,False
3503,False
3504,True
3505,True
3506,True
3507,True
3508,False
3509,False
3510,False
3511,False
3512,True
3513,False
3514,True
3515,True
3516,True
3517,False
3518,False
3519,True
3520,False
3521,True
3522,False
3523,False
3524,False
3525,False
3526,True
3527,True
3528,True
3529,False
3530,False
3531,False
3532,False
3533,False
3534,True
3535,True
3536,True
3537,False
3538,True
3539,True
3540,False
3541,False
3542,False
3543,True
3544,False
3545,False
3546,False
3547,False
3548,True
3549,False
3550,True
3551,False
3552,False
3553,False
3554,False
3555,False
3556,False
3557,False
3558,True
3559,False
3560,False
3561,False
3562,False
3563,False
3564,True
3565,False
3566,False
3567,False
3568,True
3569,False
3570,True
3571,True
3572,False
3573,False
3574,True
3575,False
3576,False
3577,False
3578,False
3579,False
3580,False
3581,True
3582,False
3583,False
3584,False
3585,False
3586,False
3587,False
3588,True
3589,False
3590,True
3591,True
3592,False
3593,False
3594,False
3595,False
3596,True
3597,False
3598,False
3599,False
3600,False
3601,False
3602,False
3603,True
3604,True
3605,False
3606,False
3607,False
3608,False
3609,False
3610,False
3611,False
3612,False
3613,False
3614,False
3615,False
3616,False
3617,False
3618,True
3619,False
3620,True
3621,False
3622,True
3623,True
3624,True
3625,True
3626,False
3627,False
3628,True
3629,True
3630,False
3631,False
3632,False
3633,False
3634,False
3635,True
3636,False
3637,False
3638,False
3639,True
3640,False
3641,False
3642,False
3643,False
3644,False
3645,False
3646,True
3647,False
3648,False
3649,False
3650,False
3651,True
3652,False
3653,False
3654,True
3655,False
3656,False
3657,False
3658,False
3659,False
3660,False
3661,False
3662,False
3663,True
3664,True
3665,False
3666,False
3667,False
3668,True
3669,False
3670,True
3671,True
3672,True
3673,False
3674,False
3675,False
3676,True
3677,False
3678,False
3679,False
3680,False
3681,False
3682,False
3683,True
3684,False
3685,False
3686,False
3687,False
3688,True
3689,True
3690,True
3691,False
3692,True
3693,False
3694,False
3695,False
3696,False
3697,True
3698,False
3699,False
3700,False
3701,True
3702,False
3703,False
3704,False
3705,True
3706,True
3707,False
3708,False
3709,False
3710,False
3711,False
3712,False
3713,True
3714,True
3715,False
3716,True
3717,True
3718,False
3719,False
3720,True
3721,False
3722,False
3723,True
3724,False
3725,False
3726,True
3727,False
3728,True
3729,True
3730,False
3731,False
3732,False
3733,True
3734,True
3735,True
3736,True
3737,False
3738,False
3739,False
3740,False
3741,False
3742,True
3743,False
3744,True
3745,False
3746,True
3747,True
3748,False
3749,False
3750,False
3751,False
3752,True
3753,False
3754,True
3755,False
3756,False
3757,True
3758,True
3759,False
3760,False
3761,True
3762,False
3763,False
3764,True
3765,True
3766,True
3767,False
3768,True
3769,False
3770,False
3771,False
3772,False
3773,True
3774,False
3775,True
3776,False
3777,False
3778,False
3779,False
3780,False
3781,False
3782,False
3783,False
3784,False
3785,True
3786,True
3787,False
3788,False
3789,True
3790,False
3791,True
3792,True
3793,False
3794,False
3795,False
3796,False
3797,False
3798,False
3799,True
3800,False
3801,False
3802,False
3803,True
3804,False
3805,False
3806,False
3807,True
3808,False
3809,False
3810,False
3811,False
3812,True
3813,False
3814,True
3815,True
3816,False
3817,False
3818,False
3819,False
3820,True
3821,False
3822,True
3823,False
3824,False
3825,False
3826,False
3827,False
3828,False
3829,False
3830,True
3831,False
3832,False
3833,False
3834,False
3835,True
3836,True
3837,False
3838,True
3839,False
3840,False
3841,False
3842,True
3843,True
3844,False
3845,True
3846,False
3847,True
3848,True
3849,False
3850,True
3851,True
3852,False
3853,True
3854,False
3855,True
3856,False
3857,True
3858,True
3859,False
3860,False
3861,True
3862,False
3863,True
3864,False
3865,True
3866,False
3867,True
3868,False
3869,False
3870,True
3871,False
3872,False
3873,False
3874,True
3875,True
3876,False
3877,False
3878,False
3879,False
3880,False
3881,False
3882,False
3883,True
3884,True
3885,False
3886,False
3887,False
3888,False
3889,True
3890,True
3891,False
3892,False
3893,True
3894,True
3895,False
3896,True
3897,False
3898,False
3899,False
3900,False
3901,True
3902,False
3903,False
3904,False
3905,True
3906,True
3907,False
3908,False
3909,False
3910,True
3911,True
3912,False
3913,False
3914,False
3915,True
3916,True
3917,False
3918,False
3919,False
3920,False
3921,True
3922,False
3923,False
3924,True
3925,True
3926,False
3927,False
3928,False
3929,True
3930,True
3931,True
3932,True
3933,False
3934,True
3935,True
3936,False
3937,False
3938,True
3939,False
3940,False
3941,False
3942,False
